code;name;cost_max;unit;current_stock;dpto_code;orden;cost_oferta;cost_mayor;cost_min
GA002-134;CONECTOR INYECTOR FORD EXPLORER / TRITON/ FX4/FORTALEZA/NEON;4.173,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA002-135;CONECTOR SENSOR VELOCIDAD ABS HONDA TOYOTA TOYOTA CAMRY;1.053,000;PZA;129;AUTO.06;1;0,000;;0,000
GA002-136;CONECTOR SENSOR ARBOL DE LEVA FORD EXPLORER;4.813,000;PZA;101;AUTO.06;1;0,000;0,000;0,000
GA002-137;PORTA FUSIBLE AT DE GOMA CON TAPA CABLE 12;1.453,000;PZA;-4;AUTO.06;1;0,000;1.051,000;0,000
GA002-138;CONECTOR SENSOR OXIGENO CHEVR OPTRA TERMOSTATO AVEO;2.082,000;PZA;191;AUTO.06;1;0,000;0,000;0,000
GA002-139;CONECTOR BOBINA CENTURY BLAZER CHEYENE DAEWOO (1 LADO);2.199,000;PZA;82;AUTO.06;1;0,000;0,000;0,000
GA002-14;CONECTOR SENSOR TEMPERATURA G.M. (GAH02-18);1.667,000;PZA;1;AUTO.06;1;0,000;1.233,000;0,000
GA002-140;PORTA FUSIBLE AT IVICA PFN-182;905.000;PZA;60;AUTO.06;1;0,000;0,000;0,000
GA002-141;CONECTOR SENSOR TEMPERATURA EXPLORER COROLLA HILUX MERU 2P;2.005,000;PZA;124;AUTO.06;1;0,000;1.671,000;0,000
GA002-142;CONECTOR BOMBA GASOLINA EXTERNA HYUNDAI KIA;1.693,000;PZA;0;AUTO.06;1;0,000;1.467,000;0,000
GA002-15;CONECTOR INYECTOR G.M. CAVALIER/FIESTA (43-6167);9.107,000;PZA;16;AUTO.06;1;0,000;0,000;0,000
GA002-16;CONECTOR REGULADOR CHRYSLER;0,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA002-17;CONECTOR DIODERA FORD 2G;;PZA;10;AUTO.06;1;0,000;0,000;0,000
GA002-18;GA002-130...SOCATE BOMBILLO 3156 1CONTACTOS 2 CABLES;;PZA;110;AUTO.06;1;0,000;0,000;0,000
GA002-19;SOCATE FORD ORIGINAL BOMBILLO MODERNO;0,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA002-20;CONECTOR AIRE ACONDICIONADO (COMPRESOR) G.M. CON DIODO;0,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA002-21;CONECTOR ADAPT CS130 A10.12.27SI ETC;2.653,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA002-22;CONECTOR BOBINA CENTURY BLAZER CHEYENE DAEWOO (PAR);45.749,000;PAR;65;AUTO.06;1;0,000;0,000;0,000
GA002-23;CONECTOR DISTRIBUIDOR GENERAL MOTOR MONZA BOSCH;;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA002-24;CONECTOR RELE ELECTROVENTILADOR GM CHEVETE MALIBU IMPALA;3.333,000;PZA;287;AUTO.06;1;0,000;0,000;0,000
GA002-25;CONECTOR BOMBA GASOLINA F.I. GENERAL MOTOR 3.1/2.8;813.000;PZA;195;AUTO.06;1;0,000;;0,000
GA002-26;CONECTOR AIRE ACONDICIONADO (COMPRESOR) Y RELE (BLOWER);1.787,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA002-27;ARNES PORTA BOMBILLO 9006 CERAMICA;45.809,000;PZA;1;AUTO.06;1;0,000;1.507,000;0,000
GA002-28;CONECTOR VALVULA ACE G.M. 92/87;1.973,000;PZA;190;AUTO.06;1;0,000;;0,000
GA002-29;CONECTOR ADICIONAL BOMBILLO 1034;0,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA002-30;SOCATE BOMBILLO 2C 1156/1157 G.M. ORIGINAL;0,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA002-31;SOCATE TABLERO BOMBILLO 158 168 194 2 CONTACTO 5/8;;PZA;140;AUTO.06;1;0,000;0,000;0,000
GA002-32;ARNES PORTA FUSIBLE AT DE CERAMICA;1.147,000;PZA;0;AUTO.06;1;0,000;1.167,000;0,000
GA002-33;PORTA FUSIBLE MAXI CON TAPA;;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA002-33-1;PORTA FUSIBLE MAXI CON TAPA CABLE#10;;PZA;129;AUTO.06;1;0,000;5.467,000;4.667,000
GA002-33-2;PORTA FUSIBLE MAXI CON TAPA CABLE#8;;PZA;55;AUTO.06;1;0,000;5.467,000;4.667,000
GA002-34;PORTA FUSIBLE MINI;893.000;PZA;0;AUTO.06;1;0,000;;0,000
GA002-35;CONECTOR SWICHE CONTROL MEZCLA GASOLINA;0,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA002-36;CONECTOR SILVIN ORIGINAL FORD 2 VIAS (2 X AWG 14);0,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA002-37;CONECTOR STOP FORD EXPLORER 98;0,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA002-38;CONECTOR BOMBILLO H7 BAQUELITA SIN CABLE;2.733,000;PZA;4;AUTO.06;1;0,000;0,000;0,000
GA002-39;CONECTOR BOMBILLO H1 BAQUELITA SIN CABLE;;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA002-40;CONECTOR BOMBILLO H7 BAQUELITA CON CABLE;1.232,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA002-41;CONECTOR PARA BOMBA GASOLINA TIPO BOSCH;2.649,000;PZA;36;AUTO.06;1;0,000;0,000;0,000
GA002-42;CONECTOR ENTRE 2157/2068;3.273,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA002-43;CONECTOR ELECTRO VENTILADOR GM CORSA...GA002-64;4.158,000;PZA;10;AUTO.06;1;0,000;0,000;0,000
GA002-44;CONECTOR BOBINA RENAULT MEGANE/KIA;;PZA;227;AUTO.06;1;0,000;45.748,000;0,000
GA002-45;CONECTOR REGULADOR IM 216 (ALTERNADOR FORD FESTIVA/HYUNDAI);5.248,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA002-46;CONECTOR SENSOR OXIGENO CHEVROLET OPTRA 2 PINES;3.024,000;PZA;8;AUTO.06;1;0,000;0,000;0,000
GA002-47;SOCATE PARA BOMBILLO H7 CERAMICA;;PZA;115;AUTO.06;1;0,000;;0,000
GA002-48;CONECTOR ELECTRO VENTILADOR JEEP CHEROKEE (LADO HEMBRA);45.693,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA002-50;CONECTOR VALVULA DE TEMPERATURA CHRYSLER/NEON/JEEP;2.544,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA002-51;CONECTOR INYECTOR GM/AVEO OPTRA;2.572,000;PZA;5;AUTO.06;1;0,000;0,000;0,000
GA002-52;CONECTOR AIRE ACONDICIONADO RENAULT/VOLKSWAGEN/ FIAT/RENAULT;7.328,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA002-53;***********PRODUCCION*********CONECTOR FILTRO DE AIRE CORSA RETRO;45.811,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA002-54;SOCATE METAL UNIVERSAL 2 CONTACTO SIN BASE;736.000;PZA;169;AUTO.06;1;0,000;0,000;0,000
GA002-55;SOCATE BOMBILLO 2 CONTACTO PLASTICO 3157;0,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA002-56;&&&&& GA002-31;1.547,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA002-57;CONECTOR BOBINA CENTURY BLAZER CHEYENE DAEWOO (1 LADO);45.689,000;PZA;0;AUTO.06;1;0,000;867.000;0,000
GA002-58;CONECTOR INYECTOR CORSA/FESTIVA/CIELO;3.813,000;PZA;303;AUTO.06;1;0,000;45.779,000;0,000
GA002-59;CONECTOR REGULADOR ALTERNADOR FORD AVEO BLAZER CORSA OPTRA;2.627,000;PZA;38;AUTO.06;1;0,000;0,000;0,000
GA002-60;CONECTORBOMBA DE GASOLINA /*ELECTRO;2.592,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA002-61;CONECTOR BOMBINA DE INYECCION CORSA/ FIAT;4.608,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA002-62;CONECTOR ELECTRO-VENTILADOR FIESTA ECOSPORT (GA001-04);2.909,000;PZA;124;AUTO.06;1;0,000;0,000;0,000
GA002-63;CONECTOR ELECTRO VENTILADOR GM/AVEO;;PZA;10;AUTO.06;1;0,000;0,000;0,000
GA002-64;CONECTOR ELECTRO VENTILADOR GM CORSA...GA002-43;1.912,000;PZA;-9;AUTO.06;1;0,000;1.467,000;0,000
GA002-66;CONECTOR INYECTOR NEON/CRYSLER;;PZA;140;AUTO.06;1;0,000;45.870,000;0,000
GA002-67;CONECTOR ELECTRO VENTILADOR NEON (LADO MACHO);;PZA;9;AUTO.06;1;0,000;0,000;0,000
GA002-68;CONECTOR ELECTRO VENTILADOR JEEP CHEROKEE COMPLETO;8.573,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA002-69;CONECTOR ELECTRO VENTIILADOR FORD;5.984,000;PZA;10;AUTO.06;1;0,000;0,000;0,000
GA002-70;CONECTOR ELECTRO VENTIILADOR;;PZA;165;AUTO.06;1;0,000;45.809,000;0,000
GA002-71;CONECTOR INYECTOR TOYOTA;2.092,000;PZA;125;AUTO.06;1;0,000;1.744,000;0,000
GA002-72;CONECTOR ELECTRONICO/VENT VW GOL;1.853,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA002-73;CONECTOR BOMBILLO 9005 CERAMICA;2.227,000;PZA;253;AUTO.06;1;0,000;0,000;0,000
GA002-74;&&& GA002-27 &&& GA002-27 &&& GA002-27;1.933,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA002-75;CONECTOR SOCATE BOMBILLO H8/H11 CERAMICA;2.227,000;PZA;27;AUTO.06;1;0,000;0,000;0,000
GA002-76;CONECTOR VALVULA ELECTRO VENTILADOR SWIFT;2.347,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA002-77;CONECTOR CONMUTADOR MOTOR DE VIDRIO ELECTRICO RENAULT TC-102.1405;2.535,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA002-78;CONECTOR BOBINA AVEO SPARK;;PZA;34;AUTO.06;1;0,000;;0,000
GA002-79;CONECTOR B/GS EXTERNA DAEWOO/CIELO (C-190);2.704,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA002-80;SOCATE PORTABOBILLO 1 CONTACTO 1073;2.307,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA002-81;CONECTOR ALT FORD F250 F350 (CON-08157) ( SQ-484);3.333,000;PZA;18;AUTO.06;1;0,000;0,000;0,000
GA002-82;CONECTOR INYECTOR CHEV CAVALIER Y FORD FIESTA (43-211);;PZA;73;AUTO.06;1;0,000;;0,000
GA002-83;&&& (GA002-15) REPETIDO;;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA002-84;SOCATE PARA BOMBILLO 73 TABLERO S/CABLE (SOC-52056);;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA003-01;CONECTOR BOBINA CAPTADORA;1.373,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA003-02;SOCATE PLANO DE GENERAL MOTOR 2 CONTACTO;2.973,000;PZA;-6;AUTO.06;1;0,000;0,000;0,000
GA003-03;CONECTOR CAMBIO DE LUZ DS5 FORD COUGA;1.188,000;PZA;1;AUTO.06;1;0,000;0,000;0,000
GA003-04;CONECTOR CAMBIO DE LUZ DS7 G.M. MACK;5.559,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA003-042;CONECTOR SENSOR HYUNDAI 3 PINES F1-83A F1R (3);2.733,000;PZA;10;AUTO.06;1;0,000;0,000;0,000
GA003-043;SOCATE METAL UNIVERSAL 2 CONTA F1R-1225 (3);1.227,000;PZA;10;AUTO.06;1;0,000;0,000;0,000
GA003-044;SOCATE STOP BOMBILLO 3157 2CONTACTOS 3 CABLES;4.293,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA003-045;CONECTOR REDONDO 3 CABLES NPR SQ-12191 (3);2.307,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA003-046;CONECTOR METAL UNIVERSAL 2 CONTACTO F1R-999 (3);1.693,000;PZA;5;AUTO.06;1;0,000;0,000;0,000
GA003-047;CONECTOR SENSOR TPSCARBURADOR SQ-312 (3);2.173,000;PZA;5;AUTO.06;1;0,000;0,000;0,000
GA003-048;CONECTOR BOMBINA GM AVEO OPTRA SQ-911 (3);2.187,000;PZA;33;AUTO.06;1;0,000;0,000;0,000
GA003-049;SOCATE STOP BOMBILLO 7443 DOBLE;1.533,000;PZA;15;AUTO.06;1;0,000;0,000;0,000
GA003-05;SOCATE G.M. PARA BOMBILLO 1034;1.987,000;PZA;10;AUTO.06;1;0,000;0,000;0,000
GA003-050;SOCATE METAL DOBLE BOMBILLO 1034 2 CONTACTOS C/CONECTOR;2.947,000;PZA;5;AUTO.06;1;0,000;0,000;0,000
GA003-051;CONECTOR SENSOR CIGUENAL LEVA / BOBINA NEON;5.573,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA003-052;SOCATE METAL BOMBILLO 1034 DE 2 CONTACTO C/CONECTOR;1.947,000;PZA;5;AUTO.06;1;0,000;0,000;0,000
GA003-053;CONECTOR 3 VIAS VALVULA IAC GM DAEWOO SENSOR TPS FIAT UNO;1.667,000;PZA;85;AUTO.06;1;0,000;1.467,000;0,000
GA003-054;CONECTOR SENSOR 3 VIAS CIGUEÑAL AUDI A4 A3 A6 SEAT IBIZA CORDOBA LEON;2.173,000;PZA;150;AUTO.06;1;0,000;;0,000
GA003-055;CONECTOR PORTA BOMBILLO 9008/H13 PLASTICO;4.417,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA003-056;CONECTOR SOCATE H4 SILVIN HIGH HEAT AR-160HH IVICA;45.902,000;PZA;271;AUTO.06;1;0,000;1.933,000;0,000
GA003-057;CONECTOR ALTERNADOR NUEVO COROLLA;4.000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA003-06;SOCATE FORD BOMBILLO 1034 DE 2 CONTACTOS;3.168,000;PZA;153;AUTO.06;1;0,000;0,000;0,000
GA003-07;CONECTOR BOBINA FORD BRONCO DG434;6.624,000;PZA;31;AUTO.06;1;0,000;0,000;0,000
GA003-08;CONECTOR PRESION AIRE ACONDICIONADO CHEVROLET 3 PINES MACHO RANURA LADO;3.904,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA003-09;CONECTOR ALTERNADOR GENERAL MOTOR CENTURY F.I. CS130;4.373,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA003-10;CONECTOR MODULO RELAY 3 CABLES RALUX;0,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA003-11;CONECTOR SENSOR AIRE MASS G.M. 85/96;;PZA;10;AUTO.06;1;0,000;0,000;0,000
GA003-12;CONECTOR SENSOR MAP CHEVROLET 3 PINES MACHO RANURA ABAJO;3.488,000;PZA;1;AUTO.06;1;0,000;0,000;0,000
GA003-13;CONECTOR SENSOR VELOCIDAD MINIMA G.M. NEGRO;0,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA003-14;CONECTOR SENSOR VELOCIDAD MINIMA G.M. GRIS;;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA003-15;CONECTOR REGULADOR FORD 2G/3G;;PZA;5;AUTO.06;1;0,000;0,000;0,000
GA003-16;ARNES PORTA BOMBILLO 9004-9007 DE CERAMICA;1.693,000;PZA;79;AUTO.06;1;0,000;0,000;0,000
GA003-17;ARNES PORTA BOMBILLO SEAL BEAM (H4) DE CERAMICA;1.405,000;PZA;359;AUTO.06;1;0,000;1.307,000;0,000
GA003-18;CONECTOR ADAPTADOR ALTERNADOR TOYOTA 2 CONTACTOS;2.973,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA003-19;CONECTOR ADAPTADOR ALTERNADOR NIPPON/ MITSUBISHI 3 CONTACTO;3.027,000;PZA;1;AUTO.06;1;0,000;0,000;0,000
GA003-20;CONECTOR ADPTADOR ALTERNADOR NIPPON 3 CONTACTO REDONDOS;0,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA003-21;CONECTOR ALTERNADOR TOYOTA COROLLA 3 CABLES;3.795,000;PZA;-5;AUTO.06;1;0,000;0,000;0,000
GA003-22;CONECTOR REGULADOR ALTERNADOR FIESTA;3.451,000;PZA;85;AUTO.06;1;0,000;0,000;0,000
GA003-23;CONECTOR SENSOR MAP CORSA/CIELO/LANOS 3 PINES;3.413,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA003-24;CONECTOR ELECTRO VENTILADOR VW;4.752,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA003-25;CONECTOR SENSOR BOBINA TPS FORD FIESTA/KA;45.692,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA003-26;CONECTOR ELECT/VENT;2.189,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA003-27;CONECTOR ELECTROVENTILADOR OPTRA/BLAZER/VEPTRA/CORSA 1.8;3.568,000;PZA;-1;AUTO.06;1;0,000;0,000;0,000
GA003-28;CONECTOR ELEC/VENT AUXILIAR SISTEMA;2.621,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA003-29;CONECTOR ELECTROVENTILADOR AUXILIAR SISTEM ADE ENFRIAMIENTO HEMBRA VOLKSWAGEN;;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA003-30;(GAH02-28) CONECTOR PARA BOMBILLO H11;;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA003-31;CONECTOR BOBINA AVEO C-240;0,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA003-32;CONECTOR MODULO FORD 3 CABLES;;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA003-33;CONECTOR PORTA BOMBILLO 9008/H13 CERAMICA;;PZA;3;AUTO.06;1;0,000;3.573,000;0,000
GA003-34;CONECTOR DISTRIBUIDOR COROLLA INYECTA C-749;3.341,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA003-35;CONECTOR SENSOR DISTANCIA CIELO/RACER C-7031;4.032,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA003-36;CONECTOR P/CIGÜEÑAL STEEM GRAND VIT C-7033;2.823,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA003-37;CONECTOR ELECTRO VENTILADOR STEEM C-740;;PZA;8;AUTO.06;1;0,000;0,000;0,000
GA003-38;CONECTOR 3 VIAS IAC HYUNDAI ACCENT GETZ ELANTRA TUCSON KIA RIO;2.173,000;PZA;0;AUTO.06;1;0,000;;0,000
GA003-39;CONECTOR BOBINA CHEVROLET STEEM GRAND VITARA JIMMY;;PZA;68;AUTO.06;1;0,000;45.748,000;0,000
GA003-40;SOCATE PORTABOMBILLO 2 CONTACTOS ( SC-141/200);2.893,000;PZA;230;AUTO.06;1;0,000;0,000;0,000
GA003-41;CONECTOR DE SENSOR TPS FORD EXPLORER AÑOS 98 AL 05;4.405,000;PZA;10;AUTO.06;1;0,000;0,000;0,000
GA004-01;CONECTOR RELAY AIRE ACONDICIONADO G.M.;;PZA;16;AUTO.06;1;0,000;0,000;0,000
GA004-02;CONECTOR REGULADOR DE FORD NEGRO;2.333,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA004-022;CONECTOR MOTOVENTILADOR NISSAN REF SQ-533 (4);2.245,000;PZA;375;AUTO.06;1;0,000;2.015,000;0,000
GA004-023;CONECTOR SENSOR TPS KIA PICANT 2001-F1R 72A (4);;PZA;3;AUTO.06;1;0,000;0,000;0,000
GA004-024;CONECTOR HEMBRA SENSOR DE OXIGENO HYUNDAI TUCSON GETS ELENTRA;3.853,000;PZA;191;AUTO.06;1;0,000;0,000;0,000
GA004-025;CONECTOR VALVULA GM 4 PINES 65A-F1R (4);4.773,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA004-026;CONECTOR ALT NIPPONDENSO 4 SQ-432 (4);45.692,000;PZA;1;AUTO.06;1;0,000;0,000;0,000
GA004-027;SOCARE LUZ CRUCE TOYOTA C SQ-1126 (4);2.307,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA004-028;SOCATE FARO LUZ TOYOTA A SQ1067 (4);2.333,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA004-029;CONECTOR BOBINA FORD FORTALEZA EXPLORER F150;;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA004-03;CONECTOR REGULADOR MERCURIO G.M.;0,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA004-030;CONECTOR RELAY MINI 4 PATAS SQ-642 (4);2.173,000;PZA;5;AUTO.06;1;0,000;0,000;0,000
GA004-031;CONECTOR RELAY 4 PATAS INVERTI SQ-1985 (4);;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA004-032;CONECTOR ALT MITS LANCER7CHER SQ-2441 (4);3.107,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA004-033;CONECTOR ALT HONDA HYLLUX VIGO SQ-481 (4);;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA004-04;CONECTOR SENSOR IAC G.M. 88/ON;0,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA004-05;CONECTOR MODULO G.M. ES-97. BOBINA CORSA. LANOS. BOMBA GAS. IAC;;PZA;180;AUTO.06;1;0,000;2.307,000;0,000
GA004-06;CONECTOR ADAPTADOR/ ALTERNADOR NIPPON 4/ CONTACTOS REDONDOS;0,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA004-07;CONECTOR BOMBA GAS INTERNA BLAZER CAVALIER;6.065,000;PZA;5;AUTO.06;1;0,000;0,000;0,000
GA004-08;CONECTOR SENSOR OPTICO MATIZ/FIESTA BOBINA RAYADA;3.688,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA004-09;CONECTOR BOMBA GASOLINA INTERNA/EXTERNA CHRYSLER DODGE;3.744,000;PZA;50;AUTO.06;1;0,000;0,000;0,000
GA004-11;CONECTOR BOBINA LISA DE CORSA 4 PINES;2.613,000;PZA;84;AUTO.06;1;0,000;2.307,000;0,000
GA004-12;CONECTOR SENSOR TPS CORSA/BLAZER/DAEWOO;1.853,000;PZA;64;AUTO.06;1;0,000;0,000;0,000
GA004-13;CONECTOR VALVULA DE ACEITE CHEVROLET AVEO / OPTRA;6.533,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA004-14;CONECTOR SENSOR TEMPERATURA FIAT/PALIO/FIRE 1.8;5.776,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA004-15;CONECTOR BOMBA GASOLINA CHEVROLT BLAZER;4.737,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA004-16;CONECTOR INYECTOR ELECTRON VW/FORD;2.584,000;PZA;7;AUTO.06;1;0,000;0,000;0,000
GA004-17;CONECTOR SENSOR OXIGENO SPARK MATIZ CALIBER COMPASS;;PZA;5;AUTO.06;1;0,000;0,000;0,000
GA004-18;CONECTOR BOBINA RAYADA CORSA AVEO LS ARAUCA DISTRIBUIDOR MATIZ/FESTIVA;3.693,000;PZA;165;AUTO.06;1;0,000;0,000;0,000
GA004-19;CONECTOR DISTRIBUIDOR 4.5 MACHITO AUTANA BURBUJA;3.984,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA004-20;CONECTOR B/G RENAULT MEGANE / KANGOO TC-104.0434;2.765,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA004-21;BOBINA TOYOTA 4.5 X4 VIAS 2.0MM (REF#DJ50);0,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA005-01;CONECTOR STOP CHEVROLET (CHEVETE Y MONZA;2.304,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA005-010;CONECTOR SWITCHE IGNICION SET DE 2 PIEZAS GM SQ-1787 (5);2.307,000;SET;5;AUTO.06;1;0,000;0,000;0,000
GA005-011;CONECTOR SOCATE RELAY 5 CONTACTOS AR-161 IVICA;;PZA;724;AUTO.06;1;0,000;2.107,000;0,000
GA005-012;CONECTOR RELE 5 PATAS (2 ANCHAS) ELECTROVENTILADOR;;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA005-02;CONECTOR CONMUTADOR VIDRIOS ELECTRICOS G.M. (MALIBU. CAPRICE. MONTECARLO. IMPALA) 1 PASE;;PZA;7;AUTO.06;1;0,000;0,000;0,000
GA005-03;CONECTOR MODULO DE CHRISLER 5 VIAS;0,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA005-04;CONECTOR REGULADOR DE FORD ROJO;0,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA005-05;CONECTOR MODULO FORD BRONCO DY425;;PZA;34;AUTO.06;1;0,000;0,000;0,000
GA005-06;CONECTOR RELAY 4/5 PATAS CON BASE;2.592,000;PZA;20;AUTO.06;1;0,000;0,000;0,000
GA005-07;ARNES PORTA RELE DE 5 PATAS DE CERAMICA;45.901,000;PZA;220;AUTO.06;1;0,000;1.449,000;0,000
GA005-08;CONECTOR RELAY GM/DAEWOOD;2.592,000;PZA;3;AUTO.06;1;0,000;0,000;0,000
GA005-09;CONECTOR BOMBA DE GASOLINA CORSA /ASTRA 5 VIAS;5.627,000;PZA;284;AUTO.06;1;0,000;4.626,000;0,000
GA006-01;CONECTOR CONMUTADOR SWICHERA CHEVROLET;3.376,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA006-012;CONECTOR INYECCION ELECTRONICA 85A-F10R (6);5.341,000;PZA;8;AUTO.06;1;0,000;0,000;0,000
GA006-013;CONECTOR VALVULA IAC MINIMO GRAND VITARA LUV DMAX WAGON R;3.787,000;PZA;5;AUTO.06;1;0,000;0,000;0,000
GA006-014;CONECTOR VALVULA TEMPERATURA F1-2072 (6);3.133,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA006-015;CONECTOR CAMBIOLUZ FOR COUGA SQ-370 (6);45.750,000;PZA;10;AUTO.06;1;0,000;0,000;0,000
GA006-016;CONECTOR MODULO BLAZER CHEYENNE TBI DAEWOO CIELO ESPERO (PAR);0,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA006-017;PORTA FUSIBLE UNIVERSAL 6 POSICIONES (FS-BXH-6);6.645,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA006-02;CONECTOR CONMUTADOR VIDRIOS ELECTRICOS G.M. (MALIBU. CAPRICE. MONTECARLO. IMPALA) 2 PASES;;PZA;36;AUTO.06;1;0,000;0,000;0,000
GA006-03;CONECTOR MODULO DE FORD (2 PIEZAS);1.533,000;SET;6;AUTO.06;1;0,000;0,000;0,000
GA006-04;CONECTOR SWICHERA IGNICION FORD (LS-110);;PZA;10;AUTO.06;1;0,000;0,000;0,000
GA006-05;FUSIBLERA UNIVERSAL 6 FUSIBLES MODERNO CON CABLE;0,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA006-06;CONECTOR JUEGO PARA MODULO BLAZER TBI/DAEWOO;0,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA006-07;CONECTOR BOMBA GASOLINA CHEVROLET GM SPARK. AVEO. OPTRA;2.592,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA006-08;CONECTOR INYECCION ELECTRONICA HEMBRA;3.456,000;PZA;4;AUTO.06;1;0,000;0,000;0,000
GA006-09;CONECTOR FAROS CIELO BOMBA DE GASOLINA EXTERNA KIA C-7061;2.304,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
GA006-10;CONECTOR SENSOR FLUJO DE AIRE FIESTA/K DISTRIBUIDOR FORD MITSUBICHI TC-106.1033;4.144,000;PZA;0;AUTO.06;1;0,000;0,000;0,000
