code;name;cost_max;unit;current_stock;dpto_code;orden;cost_oferta;cost_mayor;cost_min
AAA125;"TERMINAL ANILLO 1/8"" (AMARILLO)";0.148;PZA;6200;FERR.01;120;0;0.096;0.052
AAA156;"TERMINAL ANILLO 5/32"" (AMARILLO) AWG";0.148;PZA;8600;FERR.01;120;0;0.096;0.052
AAA187;"TERMINAL ANILLO 3/16"" (AMARILLO) AWG";0.171;PZA;18900;FERR.01;120;0;0.111;0.052
AAA250;"TERMINAL ANILLO 1/4"" (AMARILLO) AWG";0.171;PZA;11600;FERR.01;120;0;0.111;0.06
AAA312;"TERMINAL ANILLO 5/16"" (AMARILLO) AWG12-10 PRE-AISLADO";0.221;PZA;9300;FERR.01;120;0;0.143;0.095
AAA375;"TERMINAL ANILLO 3/8"" (AMARILLO) AWG12-10 PRE-AISLADO";0.221;PZA;1000;FERR.01;120;0;0.143;0.099
AAA500;"TERMINAL ANILLO 1/2"" (AMARILLO) AWG";0.427;PZA;2400;FERR.01;120;0;0.275;0.105
AACP;CONECTOR PARALELO (AMARILLO) AWG 12-10;0.284;PZA;10600;FERR.01;320;0;0.107;0.053
AACT;CONECTOR TOPE (AMARILLO) AWG 12-10;0.284;PZA;3900;FERR.01;320;0;0.184;0.077
AAH125;TERMINAL HEMBRA RECTA .110 (AMARILLO);0;PZA;0;FERR.01;520;0;0;0
AAH187;TERMINAL HEMBRA RECTA .187 (AMARILLO);0;PZA;0;FERR.01;520;0;0;0
AAH250;TERMINAL HEMBRA RECTA .250 (AMARILLO);0.191;PZA;69084;FERR.01;520;0;0.086;0.049
AAH375;TERMINAL HEMBRA RECTA .375 (AMARILLO);0.289;PZA;2643;FERR.01;520;0;0.187;0.123
AAHM250;TERMINAL HEMBRA-MACHO .250 (AMARILLO);0.299;PZA;1417;FERR.01;550;0;0.192;0.112
AAHR180;TERMINAL HEMBRA REDONDA .180 (AMARILLO);0;PZA;0;FERR.01;720;0;0;0
AAHR195;TERMINAL HEMBRA REDONDA .195 (AMARILLO);0.165;PZA;6500;FERR.01;720;0;0.107;0.067
AAHT250;TERMINAL HEMBRA RECTA .250 (AMARILLO)AISLADA TOTAL;0.199;PZA;8650;FERR.01;520;0;0.128;0.063
AAM250;TERMINAL MACHO PLANO .250 (AMARILLO);0.156;PZA;6600;FERR.01;602;0;0.101;0.049
AAMR180;TERMINAL MACHO REDONDO .180 (AMARILLO);0;PZA;0;FERR.01;820;0;0;0
AAMR195;TERMINAL MACHO REDONDO .195 (AMARILLO);0.105;PZA;1200;FERR.01;820;0;0.071;0.069
AAO125;"TERMINAL HORQUILLA 1/8"" (AMARILLA)";0.145;PZA;2700;FERR.01;220;0;0.093;0.052
AAO156;"TERMINAL HORQUILLA 5/32"" (AMARILLO)";0.136;PZA;11100;FERR.01;220;0;0.088;0.052
AAO187;"TERMINAL HORQUILLA 3/16"" (AMARILLO)";0.136;PZA;5800;FERR.01;220;0;0.088;0.052
AAO250;"TERMINAL HORQUILLA 1/4"" (AMARILLO)";0.136;PZA;12200;FERR.01;220;0;0.088;0.052
AAO312;"TERMINAL HORQUILLA 5/16"" (AMARILLO)";0.188;PZA;3500;FERR.01;220;0;0.121;0.088
AAPC;TERMINAL PUNTA DE CABLE (AMARILLO);0.201;PZA;4900;FERR.01;420;0;0.131;0.077
ABA125;"TERMINAL ANILLO 1/8"" (AZUL) AWG 16-14";0.063;PZA;12000;FERR.01;110;0;0.04;0.021
ABA156;"TERMINAL ANILLO 5/32"" (AZUL) AWG 16-14";0.08;PZA;25300;FERR.01;110;0;0.052;0.021
ABA187;TERMINAL ANILLO 3/16 (AZUL) AWG 16-14;0.145;PZA;40690;FERR.01;110;0;0.093;0.024
ABA250;"TERMINAL ANILLO 1/4"" (AZUL) AWG 16-14";0.125;PZA;10090;FERR.01;110;0;0.081;0.032
ABA312;"TERMINAL ANILLO 5/16"" (AZUL) AWG 16-14";0.125;PZA;0;FERR.01;110;0;0.081;0.032
ABA375;"TERMINAL ANILLO 3/8"" (AZUL) AWG 16-14";0.133;PZA;3500;FERR.01;110;0;0.087;0.077
ABCP;CONECTOR PARALELO (AZUL) AWG 16-14 AISLADO;0.165;PZA;34100;FERR.01;310;0;0.08;0.033
ABCT;CONECTOR TOPE (AZUL) AWG 16-14 AISLADO;0.165;PZA;13400;FERR.01;310;0;0.107;0.043
ABH110;HEMBRA RECTA .110 AWG 16-14 (AZUL);0.071;PZA;14900;FERR.01;510;0;0.045;0.039
ABH187;TERMINAL HEMBRA RECTA .187 (AZUL);0.08;PZA;11640;FERR.01;510;0;0.052;0.032
ABH250;TERMINAL HEMBRA RECTA .250 (AZUL);0.108;PZA;69256;FERR.01;510;0;0.069;0.039
ABH312;TERMINAL HEMBRA RECTA .312 (AZUL);0.191;PZA;7000;FERR.01;510;0;0.123;0.091
ABHM110;MACHO AZULÑ 1/8 100BOLSAS;0;PZA;0;FERR.01;540;0;0;0
ABHM250;TERMINAL HEMBRA-MACHO .250 (AZUL);0.259;PZA;8400;FERR.01;540;0;0.167;0.073
ABHR156;TERMINAL HEMBRA REDONDA .156 (AZUL);0.128;PZA;635;FERR.01;710;0;0.083;0.077
ABHR195;TERMINAL HEMBRA REDONDA .195 (AZUL);0.147;PZA;600;FERR.01;710;0;0.123;0
ABHT187;TERMINAL HEMBRA RECTA .187 (AZUL);0;PZA;0;FERR.01;510;0;0;0
ABHT250;TERMINAL HEMBRA RECTA 250 AWG 16-14 AISLADA TOTAL (AZUL);0.145;PZA;14500;FERR.01;510;0;0.093;0.052
ABHTT250;TERMINAL HEMBRA RECTA 250 AWG 16-14 AISLADA TRANS (AZUL);0;PZA;0;FERR.01;510;0;0;0
ABM110;MACHO AZUL 1/8 100 BOLSAS;0;PZA;0;FERR.01;601;0;0;0
ABM187;TERMINAL MACHO PLANO .187 (AZUL);0.143;PZA;100;FERR.01;601;0;0.092;0
ABM250;TERMINAL MACHO PLANO .250 (AZUL);0.113;PZA;1305;FERR.01;601;0;0.073;0.035
ABMR156;TERMINAL MACHO REDONDO .156 (AZUL);0.116;PZA;800;FERR.01;810;0;0.056;0.055
ABMR195;TERMINAL MACHO REDONDO .195 (AZUL);0.147;PZA;0;FERR.01;810;0;0.123;0
ABMTT250;TERMINAL MACHO PLANO .250 (AZUL);0;PZA;0;FERR.01;601;0;0;0
ABO125;"TERMINAL HORQUILLA 1/8"" (AZUL)";0.088;PZA;11150;FERR.01;210;0;0.057;0.021
ABO156;"TERMINAL HORQUILLA 5/32"" (AZUL)";0.083;PZA;19000;FERR.01;210;0;0.053;0.021
ABO187;"TERMINAL HORQUILLA 3/16"" (AZUL)";0.083;PZA;4900;FERR.01;210;0;0.053;0.024
ABO250;"TERMINAL HORQUILLA 1/4"" (AZUL)";0.083;PZA;10700;FERR.01;210;0;0.053;0.032
ABO312;"TERMINAL HORQUILLA 5/16"" (AZUL)";0.156;PZA;9100;FERR.01;210;0;0.101;0.063
ABPC;TERMINAL PUNTA DE CABLE (AZUL) AWG 16-14;0.103;PZA;37100;FERR.01;410;0;0.067;0.045
ACAPCR1;CAPUCHON C/RESORTE GRIS AWG (20x1+22x1:;0.068;PZA;6700;FERR.02;1;0;0.023;0.017
ACAPCR2;CAPUCHON C/RESORTE AZUL AWG(20x3:16x3);0.071;PZA;0;FERR.02;1;0;0.029;0.023
ACAPCR3;CAPUCHON C/RESORTE ANARANJADO AWG (20x3:;0.108;PZA;27200;FERR.02;1;0;0.049;0.039
ACAPCR4;CAPUCHON C/RESORTE AMARILLO (14X1+18X1:;0.145;PZA;0;FERR.02;1;0;0.079;0.06
ACAPLT2;CAPUCHON TRANSPARENTE AWG 12-10;0;PZA;0;FERR.02;1;0;0;0
ACAPSR1;CAPUCHON S/RESORTE ROJO AWG (1X16+2x18:;0;PZA;0;FERR.02;1;0;0;0
ACAPSR2;CAPUCHON S/RESORTE AZUL AWG 22-14;0;PZA;0;FERR.02;1;0;0;0
ACAPT2;CAPUCHON TRANSPARENTE AWG 22-14;0;PZA;0;FERR.02;1;0;0;0
ACAPT8;CAPUCHON TRANSPARENTE AWG 16-10;0.1;PZA;800;FERR.02;1;0;0;0
APH16;TERMINAL PIN HUECO 16 AWG;0.033;PZA;700;FERR.01;900;0;0;0
APH18;TERMINAL PIN HUECO 18AWG E1010 10mm AMARILLO;0.031;PZA;100;FERR.01;900;0;0;0
AQS-B;CONECCION RAPIDA AWG 16-14;0.173;PZA;3;FERR.02;1;0;0.112;0
AQS-R;CONECCION RAPIDA AWG 22-16 (ROJO);0.168;PZA;0;FERR.02;1;0;0.108;0
AQS-Y;CONECCION RAPIDA AWG 12-10 (AMARILLO);0.201;PZA;50;FERR.02;1;0;0.131;0
ARA125;"TERMINAL ANILLO 1/8"" (ROJO) AWG 22-18";0.057;PZA;15100;FERR.01;100;0;0.037;0.017
ARA156;"TERMINAL ANILLO 5/32"" (ROJO) AWG 22-18";0.08;PZA;26100;FERR.01;100;0;0.052;0.017
ARA187;"TERMINAL ANILLO 3/16"" (ROJO) AWG 22-18";0.083;PZA;10500;FERR.01;100;0;0.053;0.021
ARA250;"TERMINAL ANILLO 1/4"" (ROJO) AWG 22-18";0.093;PZA;12700;FERR.01;100;0;0.06;0.032
ARA312;"TERMINAL ANILLO 5/16"" (ROJO) AWG 22-18";0.091;PZA;9600;FERR.01;100;0;0.059;0.043
ARA375;"TERMINAL ANILLO 3/8"" (ROJO) AWG 22-18";0.111;PZA;1600;FERR.01;100;0;0.072;0
ARCP;CONECTOR PARALELO (ROJO) AWG 22-18 AISLADO;0.145;PZA;17600;FERR.01;300;0;0.067;0.02
ARCT;CONECTOR TOPE (ROJO) AWG 22-18 AISLADO;0.145;PZA;11178;FERR.01;300;0;0.093;0.035
ARH110;TERMINAL HEMBRA RECTA .110 (ROJO) AWG;0.068;PZA;10300;FERR.01;500;0;0.044;0.028
ARH187;TERMINAL HEMBRA RECTA .187 (ROJO) AWG;0.071;PZA;13700;FERR.01;500;0;0.045;0.032
ARH250;TERMINAL HEMBRA RECTA .250 (ROJO) AWG;0.103;PZA;43600;FERR.01;500;0;0.067;0.035
ARHM250;TERMINAL HEMBRA-MACHO .250 (ROJO) AWG;0.188;PZA;4100;FERR.01;530;0;0.121;0.073
ARHR156;TERMINAL HEMBRA REDONDA .156 (ROJO) AWG;0.125;PZA;2048;FERR.01;700;0;0.081;0.077
ARHR180;TERMINAL HEMBRA REDONDA .180 (ROJO) AWG;0;PZA;0;FERR.01;700;0;0;0
ARHT250;TERMINAL HEMBRA RECTA .250 (ROJO) AWG FORRADA TOTAL;0.133;PZA;6350;FERR.01;501;0;0.087;0.056
ARHTT250;TERMINAL HEMBRA RECTA .250 (ROJO) AWG;0;PZA;0;FERR.01;501;0;0;0
ARM110;MACHO ROJO DE 1/8 100 BOLSAS;0;PZA;0;FERR.01;600;0;0;0
ARM187;MACHO ROJO DE 3/16 100 BOLSAS;0;PZA;0;FERR.01;600;0;0;0
ARM250;TERMINAL MACHO PLANO .250 (ROJO) AWG;0.083;PZA;13639;FERR.01;600;0;0.053;0.032
ARMR156;TERMINAL MACHO REDONDO .156 (ROJO) AWG;0.105;PZA;2800;FERR.01;800;0;0.048;0.047
ARMR180;TERMINAL MACHO REDONDO .180 (ROJO) AWG;0;PZA;0;FERR.01;800;0;0;0
ARMTT250;TERMINAL MACHO PLANO .250 (ROJO) AWG;0.083;PZA;5550;FERR.01;600;0;0.053;0.032
ARO125;"TERMINAL HORQUILLA 1/8"" (ROJO) AWG 22-18";0.065;PZA;14000;FERR.01;200;0;0.043;0.017
ARO156;"TERMINAL HORQUILLA 5/32"" (ROJO)AWG 22-18";0.08;PZA;22700;FERR.01;200;0;0.052;0.017
ARO187;"TERMINAL HORQUILLA 3/16"" (ROJO)AWG 22-18";0.08;PZA;13900;FERR.01;200;0;0.052;0.021
ARO250;"TERMINAL HORQUILLA 1/4"" (ROJO) AWG 22-18";0.083;PZA;10400;FERR.01;200;0;0.053;0.028
ARPC;TERMINAL PUNTA DE CABLE (ROJO) AWG 22-18;0.093;PZA;9600;FERR.01;400;0;0.06;0.039
ATM250;CONECTOR EMPALME PARA MACHO PLANO 250;0;PZA;1100;FERR.01;900;0;0;0
AZNAM;TERMOENCOGIBLE CON ESTAÑO AWG 12-10 AMARILLO;0.199;PZA;3900;FERR.01;1;0;0.166;0.138
AZNAZ;TERMOENCOGIBLE CON ESTAÑO AWG 14-16;0.163;PZA;900;FERR.01;900;0;0.136;0.113
AZNBL;TERMOENCOGIBLE CON ESTAÑO AWG 22-24 BLANCO;0.108;PZA;3700;FERR.01;900;0;0.091;0.075
AZNRJ;TERMOENCOGIBLE CON ESTAÑO AWG 18-20 ROJO;0.133;PZA;3200;FERR.01;900;0;0.111;0.092
BA-01;BOMBILLO TRANSP AUTOMOTRIZ 1073-1141 1 CONTACTO 12V 25W;0.357;PZA;1949;AUTO.05;1;0;0.321;0
BA-016;BOMBILLO AUTOMOTRIZ HALOGENO 9004 60/55W 12 ( A131016-121);3.827;PZA;75;AUTO.05;1;0;0;0
BA-017;BOMBILLO AUTOMOTRIZ H1 100W 12V ( A131016-118);1.36;PZA;1372;AUTO.05;1;0;1.22;0
BA-018;BOMBILLO AUTOMOTRIZ HALOGENO 9012 100W 12V ( SY-9012);4.013;PZA;93;AUTO.05;1;0;0;0
BA-019;BOMBLLO DE HALOGENO P43T H4 100/90 W 12V ( A-HA4100);2.373;PZA;-8;AUTO.05;1;0;0;0
BA-02;BOMBILLO AUTOMOTRIZ 1073 1 CONTACTO SC 24V 25W;0.576;PZA;1477;AUTO.05;1;0;0;0
BA-020;BOMBILLO 158 MUELITA 12V ROJO ( BOM-17694);0.16;PZA;390;AUTO.05;1;0;0;0
BA-021;BOMBILLO 158 12V MUELA AZUL (BOM-18001);0.16;PZA;528;AUTO.05;1;0;0;0
BA-022;BOMBILLO 158 12V MUELA VERDE ( BOM-17257);0.096;PZA;0;AUTO.05;1;0;0;0
BA-023;BOMBILLO 158 12V MUELA AMBAR (BOM-17015);0.159;PZA;190;AUTO.05;1;0;0;0
BA-023-G;BOMBILLO 12V MUELITA 158 T10 GEL LED ROJO (YU-GED-RD);0;PZA;0;AUTO.05;1;0;0;0
BA-024;BOMBILLO AUTOMOTRIZ #67 24V 100W;0.259;PZA;0;AUTO.05;1;0;0;0
BA-025;BOMBILLO AUTOMOTRIZ 2 CONTACTO 12V AZUL 1034 ( YW-L-1034-BL);0.528;PZA;480;AUTO.05;1;0;0;0
BA-026;BOMBILLO AUTOMOTRIZ 2 CONTACTOS 12V AMBAR 1034 ( FS-DP252-A);0.504;PZA;159;AUTO.05;1;0;0;0
BA-027;BOMBILLO AUTOMOTRIZ 1 CONTACTO 12V AZUL 1073;0.653;PZA;11;AUTO.05;1;0;0;0
BA-028;BOMBILLO AUTOMOTRIZ 73 MUELITA 12V T5 ( A-T5VID-CL);0.164;PZA;3707;AUTO.05;1;0;0;0
BA-029;BOMBILLO LED 158 12V AZUL (BLISTER) BOM-17180;1.59;PAR;7;AUTO.05;1;0;0;0
BA-029-G;BOMBILLO 12V MUELITA 158 T10 GEL LED AZUL (YU-GED-BL);4.173;PAR;6;AUTO.05;1;0;0;0
BA-029-P;BOMBILLO 12V MUELITA 158 T10 PLANO LED AZUL (YU-NO-BL);5.009;PAR;18;AUTO.05;1;0;0;0
BA-03;BOMBILLO AUTOMOTRIZ 1034 2 CONTACTO SC 24V 25W;0.68;PZA;48;AUTO.05;1;0;0;0
BA-030;&&& BA-15 &&&&;1.103;PAR;0;AUTO.05;1;0;0;0
BA-031;BOMBILLO AUTOMOTRIZ 67 12V 10W;0.293;PZA;1223;AUTO.05;1;0;0.267;0
BA-032;BOMBILLO LED 158 ROJO (PAR) (17182);1.604;PAR;0;AUTO.05;1;0;0;0
BA-032-G;BOMBILLO 12V MUELITA 158 T10 GEL LED ROJO (YU-GED-RD);5.841;PAR;12;AUTO.05;1;0;0;0
BA-033;BOMBILLO 1372 24V 3W TIPO BALA (18132);0.357;PZA;60;AUTO.05;1;0;0;0
BA-034;BOMBILLO LED 1156 (1073) 12V AMBAR (17604);2.592;PAR;0;AUTO.05;1;0;0;0
BA-035;BOMBILLO LED 1156 (1073) 12V ROJO (17581);2.592;PAR;0;AUTO.05;1;0;0;0
BA-036;BOMBILLO LED 158 ROJO 12V 4LE (17591);2.025;PAR;0;AUTO.05;1;0;0;0
BA-037;BOMBILLO LED 158 AMARILLO 12V (17592);2.592;PAR;0;AUTO.05;1;0;0;0
BA-038;BOMBILLO LED SOFITO TECHO 11X44 AZUL 8LED (17633);4.873;PAR;0;AUTO.05;1;0;0;0
BA-039;BOMBILLO LED SOFITO TECHO ELEC AZUL 4LED (17624);8.596;PAR;0;AUTO.05;1;0;0;0
BA-04;BOMBILLO AMBAR 1073 12V 1C 1073A-12V-21W;0.64;PZA;2;AUTO.05;1;0;0;0
BA-040;BOMBILLO SOFITO TECHO 11X39 12V (17679);0.405;PAR;0;AUTO.05;1;0;0;0
BA-041;BOMBILLO SOFITO TECHO 11X44 12V 10W (17680);0.24;PZA;60;AUTO.05;1;0;0;0
BA-042;BOMBILLO LED 1157 (1034) 12V ROJO (175831);2.592;PAR;0;AUTO.05;1;0;0;0
BA-043;BOMBILLO LED SOFITO TECHO T11X42 BLANCO (17619);8.596;PAR;0;AUTO.05;1;0;0;0
BA-044;BOMBILLO LED SOFITO TECHO T11X42 AZUL (17620);8.596;PAR;0;AUTO.05;1;0;0;0
BA-045;BOMBILLO LED SOFITO TECHO T11X39 AZUL 3L (17622);8.596;PAR;0;AUTO.05;1;0;0;0
BA-046;BOMBILLO 7443 2C 12V 21W STOP 179193 (17509);10.027;PZA;0;AUTO.05;1;0;0;0
BA-047;BOMBILLO 57 1C 12V 3W (E) (17045);0.45;PZA;0;AUTO.05;1;0;0;0
BA-048;BOMBILLO 3156 1 12V AMBAR (17009);1.627;PZA;2;AUTO.05;1;0;0;0
BA-049;BOMBILLO 67 12V AZUL (E) (17292);0.405;PZA;40;AUTO.05;1;0;0;0
BA-050;BOMBILLO 67 12V ROJO (E) (17293);3.027;PZA;29;AUTO.05;1;0;0;0
BA-051;BOMBILLO 67 12V AMBAR (E) (18130);0.561;PZA;0;AUTO.05;1;0;0;0
BA-052;BOMBILLO 3157 2C 12V AMBAR;7.128;PZA;0;AUTO.05;1;0;0;0
BA-053;BOMBILLO 53 1C 3W F1 RACING;0.22;PZA;0;AUTO.05;1;0;0;0
BA-054;BOMBILLO HALOG 880 12V 27W;3.168;PZA;0;AUTO.05;1;0;0;0
BA-055;BOMBILLO 9007 60/55W 12V;3.867;PZA;50;AUTO.05;1;0;0;0
BA-056;BOMBILLO 2 CONTACTO MUELA GRANDE T20 AMBAR 12V (FS-DP202);1.347;PZA;1;AUTO.05;1;0;0;0
BA-057;BOMBILLO HALOGENO H10 100W 12V;3.627;PZA;80;AUTO.05;1;0;0;0
BA-058;BOMBILLO 1 CONTACTO MUELA GRANDE T20 AMBAR 12V;1.424;PZA;0;AUTO.05;1;0;0;0
BA-059;BOMBILLO HALOGENO H16 100W 12V (SY-H16);3.173;PZA;10;AUTO.05;1;0;0;0
BA-06;BOMBILLO LUZ DE TECHO TIPO PLA (REF 6LED-DOME-20X25-B F1 (BOM17650;4.224;PZA;-5;AUTO.05;1;0;0;0
BA-060;BOMBILLO HALOGENO H11 55W 12V;1.964;PZA;730;AUTO.05;1;0;1.709;0
BA-061;BOMBILLO SOFITO TECHO 10X36 12V;0.32;PZA;20;AUTO.05;1;0;0;0
BA-062;BOMBILLO HALOGENO H4 100/90 WATS 24V;2.307;PZA;40;AUTO.05;1;0;0;0
BA-063;BOMBILLO MUELA GRANDE 1 CONTACTO 12V T20;1.587;PZA;0;AUTO.05;1;0;0;0
BA-064;BOMBILLO 12V 1157 2C LEDX12 VERDE (2064-GN);11.817;PZA;20;AUTO.05;1;0;0;0
BA-065;BOMBILLO 12V T20 1C LEDX13 TIPO TORRE AZUL (2076-BU);11.817;PZA;50;AUTO.05;1;0;0;0
BA-066;BOMBILLO 12V 1157 2C LEDX19 (AC-1031);7.092;PZA;100;AUTO.05;1;0;0;0
BA-067;BOMBILLO 12V 1157 2C LEDX12 ROJO (AG-0080-2R);7.092;PAR;20;AUTO.05;1;0;0;0
BA-068;BOMBILLO 12V 1157 2C LEDX12 AZUL (SY-12L2CBL);7.092;PAR;20;AUTO.05;1;0;0;0
BA-069;BOMBILLO 12V 1156 1C LEDX12 AZUL (SY-12LCBL);7.092;PAR;20;AUTO.05;1;0;0;0
BA-07;BOMBILLO LUZ DE TECHO TIPO PLA (REF 9LED-DOME-27X27-B F1 (BOM-17654;7.304;PZA;8;AUTO.05;1;0;0;0
BA-070;BOMBILLO 12V 1156 1C LEDX12 BLANCO (SY-12L1CWH);7.092;PAR;20;AUTO.05;1;0;0;0
BA-071;BOMBILLO 12V T20 1C LEDX9 MUELA GRANDE BLANCO (A-T209L);4.335;PAR;28;AUTO.05;1;0;0;0
BA-072;BOMBILLO 12V 3156 1C LEDX22 BLANCO (YU-3156-22LWH);4.729;PAR;0;AUTO.05;1;0;0;0
BA-073;BOMBILLO 12V 3156 1C LEDX22 RED (YU-3156-22LERED);4.729;PAR;0;AUTO.05;1;0;0;0
BA-074;BOMBILLO 12V 3156 1C LEDX22 AMARRILLO (YU-3156-22LYE);4.729;PAR;20;AUTO.05;1;0;0;0
BA-075;BOMBILLO 12V T20 2C LEDX9 MUELA GRANDE AMARILLO (A-T2092Y);5.123;PAR;100;AUTO.05;1;0;0;0
BA-076;BOMBILLO 12V 1156 1C LEDX12 ROJO (SY-12L1CRD);8.296;PAR;18;AUTO.05;1;0;0;0
BA-077;BOMBILLO 12V T20 2C LEDX9 MUELA GRANDE BLANCO (A-T209L2C);4.729;PAR;130;AUTO.05;1;0;0;0
BA-078;BOMBILLO 57 24V 1 CONTACTO;0.387;PZA;1;AUTO.05;1;0;0;0
BA-079;BOMBILLO MUELA 1 CONTACTO (912)(906)T15;0.221;PZA;0;AUTO.05;1;0;0;0
BA-08;BOMBILLO 73 MINI MUELA 24V TAB 73-24V (BOM-17127);0.144;PZA;0;AUTO.05;1;0;0;0
BA-080;BOMBILLO HALOGENO H3 12V 55W;1.36;PZA;520;AUTO.05;1;0;1.22;0
BA-081;BOMBILLO 1372 12V 3W TIPO BALA (18132);0.279;PZA;80;AUTO.05;1;0;0;0
BA-082;BOMBILLO H3 24V 55W;1.2;PZA;0;AUTO.05;1;0;0;0
BA-09;BOMBILLO 87 1C 24V 67-24V (BOM-17171);0.256;PZA;-15;AUTO.05;1;0;0;0
BA-10;BOMBILLO AUTO 1034 2 CONTACTOS 12V ROJO (1034-RED);0.624;PZA;349;AUTO.05;1;0;0;0
BA-11;BOMNILLO HALOGENO H1-55W R H1 12V 55W (H1);1.737;PZA;958;AUTO.05;1;0;1.559;0
BA-12;BOMBILLO 12V 1034 (1157) 12LED SUPER BLANCO (BLISTER PAR) (SY-12L2CWH);5.833;PAR;30;AUTO.05;1;0;0;0
BA-13;BOMBILLO TABLERO 73 12V 2W -T5 R MINI MUELITA TIPO BALITA AMBAR ( 73-AMBAR);0.192;PZA;0;AUTO.05;1;0;0;0
BA-14;BOMBILLO HALOGENO H7 24V 100W 8 BOM-17197);6.08;PZA;0;AUTO.05;1;0;0;0
BA-15;BOMBILLO LED 158 T10 12V BALNCO CABEZA CONCAVA;1.167;PZA;10;AUTO.05;1;0;0;0
BA-15-G;BOMBILLO 12V MUELITA 158 T10 GEL LED BLANCO (YU-GED-WH);4.173;PAR;1;AUTO.05;1;0;0;0
BB-01;BOMBILLO AUTOMOTRIZ 1034 2 CONTACTO SC 12V 25W;0.49;PZA;2146;AUTO.05;1;0;0.399;0
BC-01;BOMBILLO DE HALOGENO P43T H4 60/55 W;2.4;PZA;0;AUTO.05;1;0;0;0
BC-02;BOMBILLO DE HALOGENO P43T 100/90 W;0;PZA;10;AUTO.05;1;0;0;0
BC-03;BOMBILLO DE HALOGENO P43T H4 130/90 W;3.744;PZA;-8;AUTO.05;1;0;0;0
BC-04;BOMBILLO DE HALOGENO XENON 100/90 W P43;0;PZA;0;AUTO.05;1;0;0;0
BC-05;BOMBILLO DE HALOGENO H11 100W 12V;4.704;PZA;5;AUTO.05;1;0;0;0
BC-06;BOMBILLO DE HALOGENO H12 55W 12V;2.947;PZA;500;AUTO.05;1;0;0;0
BC-07;BOMBILLO DE HALOGENO H13 100W 12V;10.44;PZA;0;AUTO.05;1;0;0;0
BD-01;BOMBILLO DE HALOGENO H4-P45T 60/55 W 12V;6.18;PZA;6;AUTO.05;1;0;0;0
BD-02;BOMBILLO DE HALOGENO P43T 100/90 W;0;PZA;0;AUTO.05;1;0;0;0
BD-03;BOMBILLO DE HALOGENO P45T 130/90 W;0;PZA;0;AUTO.05;1;0;0;0
BD-04;BOMBILLO DE HALOGENO XENON 100/90 W P45;0;PZA;0;AUTO.05;1;0;0;0
BD-05;BOMBILLO HALOGENO 9005 65W 12V XENON;0;PZA;0;AUTO.05;1;0;0;0
BD-06;BOMBILLO HALOGENO 9006 80W 12V XENON;0;PZA;0;AUTO.05;1;0;0;0
BD-07;BOMBILLO HALOGENO 9007 80W 12V XENON;0;PZA;0;AUTO.05;1;0;0;0
BD-08;BOMBILLO HALOGENO H7 55W 12V;1.627;PZA;264;AUTO.05;1;0;0;0
BD-09;BOMBILLO XENON H7 55W;0;PZA;0;AUTO.05;1;0;0;0
BD-10;BOMBILLO DE HALOGENO P45T-H7 100 W;1.99;PZA;940;AUTO.05;1;0;1.671;0
BD-11;BOMBILLO HALOGENO H13 55W 12V;15.916;PZA;8;AUTO.05;1;0;0;0
BD-12;BOMBILLO HALOGENO 9004 130-100W 12V;4.176;PZA;6;AUTO.05;1;0;0;0
BD-13;BOMBILLO HALOGENO 9005 130W 12V;3.248;PZA;20;AUTO.05;1;0;0;0
BD-14;BOMBILLO HALOGENO 9006 55W 12V;3.107;PZA;50;AUTO.05;1;0;0;0
BD-15;BOMBILLO HALOGENO 9007 130W 12V;2.38;PZA;24;AUTO.05;1;0;0;0
BD-16;BOMBILLO HALOGENO H3 12V 100W;1.296;PZA;1059;AUTO.05;1;0;0;0
BD-17;BOMBILLO HALOGENO 9005 55/45W 12V;4.068;PZA;0;AUTO.05;1;0;0;0
BD-18;&&&& inactivo!!!!!!! BOMBILLO HALOGENO 9005 H6 55/45W 12V GRAND BLAZER;0;PZA;0;AUTO.05;1;0;0;0
BD-19;BOMBILLO HALOGENO H4 P45-24V 70W;1.152;PZA;0;AUTO.05;1;0;0;0
BE-01;BOMBILLO AUTOMOTRIZ 158 T10 12V;0.073;PZA;4014;AUTO.05;1;0;0;0
BE-02;BOMBILLO Nro. 158 24V;0.257;PZA;4;AUTO.05;1;0;0;0
BE-03;BOMBILLO AUTOMOTRIZ 67 12V 25 W;0.387;PZA;0;AUTO.05;1;0;0.213;0
BE-04;BOMBILLO MUELA GRANDE 2 CONTACTO 12V (T20);1.141;PZA;80;AUTO.05;1;0;0;0
BE-05;BOMBILLO MUELA 158 T10 LED CABEZA CONCAVA;0.128;PZA;10;AUTO.05;1;0;0;0
BE-06;BOMBILLO LED VERDE 158 (PAR);1.081;PZA;0;AUTO.05;1;0;0;0
BF-01;BOMBILLO METAL HILIGHT 400 WATTS 220V;0;PZA;0;AUTO.05;1;0;0;0
BF-02;TUBO FLUOSRECENTE T8 36 WATTIOS MARCA HEA LIGTH;0;PZA;0;AUTO.05;1;0;0;0
BF-03;SOCATE FLUOR PRESION TUBO LARGO;0;PZA;0;AUTO.05;1;0;0;0
BG-01;BOMBILLO AHORRADOR ESPIRAL 26 WATTIOS;0;PZA;0;AUTO.05;1;0;0;0
